text,span,label,ordinal
motorola edge 50 fusion  design  910 camera 810 mostly i like portrait mode is good battery 810 performance 810,camera,positive,0
best phone in 2024  super camera quality impressive design superb smooth display and sound   everything is good in this phone,camera,positive,0
not good for gaming due to curve display overall processor is good camera is good  takes a little bit of contrasty pictures  design and display top class  videography is overall good  good package ,camera,negative,0
good phone and not issue camera quality superb,camera,positive,0
best phone under this price range the camera quality is excellent  good video quality and battery backup is also amazing,camera,positive,0
1 camera quality bestest 2 display like a wow 3 speaker sound is just awesome  the only negative thing i would say is the battery which is not much of a big issue as its optimized well the blue colour doesnt seem that blue it almost looks like white and the back comes with ceramic finish which gives the matte texture while touching,display,positive,0
upgraded from iphone 11 the camera quality is awesome the display quality is great and the dynamic island working perfectly happy with apple and flipkart,display,positive,0
i can say the 60hz doesnt feel 60hz it is very smooth and may be because of apple i was too worried about the 60 hz because i was switching from 120hz android realme gt master edition to this one but after using iphone 15 i feel lags in my android 120hz but i feel camera quality is avg but videography is next level  love the speaker quality of display is just wow charging is also quite good and battery backup is also awesome i am getting 56 hr gameplayfree firebgmi from 100 to 25 quite impressive looks is also just wow a handy powerhouse and a beautiful smartphone,display,positive,0
good at camera display design and performance but comes with a average battery otherwise its a great phone,display,positive,0
very bright and good display speakers are loud  performance and camera is awesome i love the telephoto lens its soo good im coming from iphone and this is the perfect product battery life max 430 hrs  5hrs sot sometimes the phone do get warm by doing simple task it seems some kind of ai processing is being performed in the background its not happening everytime only some time overall im happy with product,display,positive,0
after a threemonth of using and evaluation the camera and display performance are commendable the battery capacity is satisfactory with a combination of cpu from exynos 2400 and gpu from amd super fast it is advised to refrain from using cheap inbuilt magsafe back covers as they may drain all your battery power,display,positive,0
the device is of exceptional quality and is highly recommended especially for samsung users the delivery was slightly delayed by a day but this is understandable the overall product quality is excellent with an impressive display and satisfactory camera performance the battery life is average lasting approximately a day without charging overall this product is a great choice and is highly recommended,display,positive,0
high quality camera   the iphone 15 has a new 48megapixel main camera the new camera sensor is larger than the one in the iphone 14 and it has better lowlight performance the iphone 15 also has a new 12megapixel ultrawide camera and a new 12megapixel telephoto camera,performance,neutral,0
lovely performance  battery backup is good  camera quality is osm,performance,positive,0
good at camera display design and performance but comes with a average battery otherwise its a great phone,performance,positive,0
s23 fe its ok design and performance are okay but battery optimization is one of the worst in the segment do not expect more than 455 hrs of sot on average it gets warm on basic stuff and while on updates and downloads of big file size it gets very hot unable to hold in hands specially form edges,performance,neutral,0
design  i liked the curved look with soft back side the free protective back case doesnt cover the curved sides of the screen even the screen gaurd lasted just 1 month since it didnt cover the edges of the screen it started to peel off i also liked that this phone has very few bloatware  battery  awesome charging speed 0 to 100 in 125 hrs at moderate usage 3 to 4 hrs of usage per day with calls and browsing no games it lasts upto 2 days  display  very good clarity  rear camera  awesome photos in low lightpoor light conditions daylight photos good but could have had more realistic colors  front camera  good it has a nice feature to capture photos with gestures  speaker  loud enough though both the top and bottom speakers are claimed to be used when phone is tilted horizontally i wasnt impressed,design,positive,0
motorola edge 50 fusion  design  910 camera 810 mostly i like portrait mode is good battery 810 performance 810,design,positive,0
best phone in 2024  super camera quality impressive design superb smooth display and sound   everything is good in this phone,design,positive,0
not good for gaming due to curve display overall processor is good camera is good  takes a little bit of contrasty pictures  design and display top class  videography is overall good  good package ,design,negative,0
camera is good  but still needs to be improve like the same other brand touch sensitive is top nortch ai is pretty good  processing speed is impressive over all is good  price is bit high ,camera,positive,0
worst camera ever seen also in display settings i cant change color mode to vivid it just doesnt work also i didnt receive free charger very bad experiences only good thing is design,camera,negative,0
nice compact phone with great display and camera cons are heating and battery performance,camera,positive,0
very good display and camera wonderful night mode and the 3x telephoto lens is incredible battery life is average 6 hrs of screen on time processor is also very good maybe not as great as 8 gen 3 but more than enough for most usage,camera,positive,0
if you want to purchase a camera phone then this would be the best option for you absolutely loved the pictures clicked on this phone also the display and the design is very awesome,camera,positive,0
love the product incredible camera and screen,camera,positive,0
using this little samsung device for the last 5 days  it feels premium by the look and fill nobody can make better displays than samsung full marks for the display  bettery and camera is decent was expecting better out of it performance wise is its fine through im not heavy user  im not sure how exynos 2400 is going to perform in the longer run  i faced network issues twice while the 5g was on and i had to put the phone on flight mode to resolve it,camera,positive,0
1 camera quality bestest 2 display like a wow 3 speaker sound is just awesome  the only negative thing i would say is the battery which is not much of a big issue as its optimized well the blue colour doesnt seem that blue it almost looks like white and the back comes with ceramic finish which gives the matte texture while touching,battery,positive,0
the camera quality is just amazing but the battery backup could be better if you are not a heavy user you should go for it absolutely amazing device,battery,positive,0
over mobile is very nice  1010 point on camera  battery just drain fastest,battery,positive,0
lovely performance  battery backup is good  camera quality is osm,battery,positive,0
perfect one to upgrade  edit after 7 months  no diappointments  build quality good as this has undergone few hard falls  underwater also good  camera quality is awesome  battery is always a issue but it is okay for a person uses 56 hours daily  videos are also good in cinematic mode  good update i bought it at 78k when launched  but around 65 it is super deal to do at this time ,battery,positive,0
i can say the 60hz doesnt feel 60hz it is very smooth and may be because of apple i was too worried about the 60 hz because i was switching from 120hz android realme gt master edition to this one but after using iphone 15 i feel lags in my android 120hz but i feel camera quality is avg but videography is next level  love the speaker quality of display is just wow charging is also quite good and battery backup is also awesome i am getting 56 hr gameplayfree firebgmi from 100 to 25 quite impressive looks is also just wow a handy powerhouse and a beautiful smartphone,battery,positive,0
good at camera display design and performance but comes with a average battery otherwise its a great phone,battery,positive,0
only thing that bothers is its battery optimization  have to charge it twice a daymoderate usage no gaming last 5 charge will not even last 5 minutes  sometimes it shuts down even at 5,battery,negative,0
s23 fe its ok design and performance are okay but battery optimization is one of the worst in the segment do not expect more than 455 hrs of sot on average it gets warm on basic stuff and while on updates and downloads of big file size it gets very hot unable to hold in hands specially form edges,battery,neutral,0
camera quality is not upto  the mark both are 12mp and 50 mp looks like same quality night shoot also very worst battery drains quickly when even not in use no expandable storage i dont expect from this brands s series segment totally waste of money,battery,negative,0
battery very poor  1day 2time charge   every time  phone is  heat,battery,negative,0
battery was draining fast,battery,neutral,0
its over heating issue  and heavy weight  and battery discharging fastly dont buy please you can go with one plus 11r or 12 r instead of this or else any other phone  after update also over heating issue not resolved    i saw all the reviews before buying this phone regarding heating issue i have neglected that reviews now i am suffering   dont buy,battery,negative,0
battery drains quickly if youre a heavy user you must charge this 2 times in a day otherwise good phone but some times fingerprint scanner not working properly  taking some time to verify not quick as expected,battery,positive,0
i love everything about the phone except the battery it drains so fast that i have to put the phone in power saving to use it all day at work otherwise its the best and the cameras just mindblowing,battery,positive,0
1 galaxy ai  is super fun to use 2 the camera  is awesome 3 the design is great  4 the processor is powerful but sometimes it generates heat  5 the battery  is average but since its 4500 mah thats okay,battery,positive,0
very bright and good display speakers are loud  performance and camera is awesome i love the telephoto lens its soo good im coming from iphone and this is the perfect product battery life max 430 hrs  5hrs sot sometimes the phone do get warm by doing simple task it seems some kind of ai processing is being performed in the background its not happening everytime only some time overall im happy with product,battery,positive,0
the device is of exceptional quality and is highly recommended especially for samsung users the delivery was slightly delayed by a day but this is understandable the overall product quality is excellent with an impressive display and satisfactory camera performance the battery life is average lasting approximately a day without charging overall this product is a great choice and is highly recommended,battery,positive,0
motorola edge 50 fusion  design  910 camera 810 mostly i like portrait mode is good battery 810 performance 810,performance,positive,0
display  45 camera  355 battery  45 it is not good for gaming in bgmi my settings is smooth and extreme but fps is only 3035 fps  camera is good but if you will zoom the camera photo gone blur,battery,negative,0
best all rounder phone in this segment   1camera is like flagship phones 2 display is excellent  3battery is good 4this processer is casual gaming 5little bit heating  6overall all rounder phone i liked it,battery,positive,0
very bright and good display speakers are loud  performance and camera is awesome i love the telephoto lens its soo good im coming from iphone and this is the perfect product battery life max 430 hrs  5hrs sot sometimes the phone do get warm by doing simple task it seems some kind of ai processing is being performed in the background its not happening everytime only some time overall im happy with product,performance,positive,0
after a threemonth of using and evaluation the camera and display performance are commendable the battery capacity is satisfactory with a combination of cpu from exynos 2400 and gpu from amd super fast it is advised to refrain from using cheap inbuilt magsafe back covers as they may drain all your battery power,performance,positive,0
the device is of exceptional quality and is highly recommended especially for samsung users the delivery was slightly delayed by a day but this is understandable the overall product quality is excellent with an impressive display and satisfactory camera performance the battery life is average lasting approximately a day without charging overall this product is a great choice and is highly recommended,performance,positive,0
display  45 camera  355 battery  45 it is not good for gaming in bgmi my settings is smooth and extreme but fps is only 3035 fps  camera is good but if you will zoom the camera photo gone blur,display,negative,0
best all rounder phone in this segment   1camera is like flagship phones 2 display is excellent  3battery is good 4this processer is casual gaming 5little bit heating  6overall all rounder phone i liked it,display,positive,0
camera quality excellent  nd display awesome ,display,positive,0
total waste of money i request to all plz dont buy this phone camera is good heavy battery drain phone getting too heat also in normal use once again and appeal not to buy s23fe also not to believe any youtuber,camera,positive,0
heating issues  battery drain too fast gave 45 hrs screen time  camera too good,camera,positive,0
ive been using this phone for 15 months now and im super impressed  the camera is a solid 495 and the performance is a speedy 475  the battery life is a bit of a letdown at 355 it lasts for 1012 hours of normal use it charges fast  from 0 to 100 in just 1 hour and 20 minutes  the galaxy ai features are also amazing  there was heating issue in the beginning but after the update this problem has been solved    all in all id give this phone a 455 rating ,camera,positive,0
battery drains fastercamera and display was excellent,camera,positive,0
battery drains faster  heavy on weight  camera and os is good  no fast charging,camera,positive,0
honesh review   camera 455 battary 45 performance455 design 55 build quality 45  35mm headphone jack missing   no issue with this device everything is perfect till now if you want to purchase but litte bit confuze same segment other brand mobile than let me tell u overall its a complete package of all things dont go for oppo vivo  moto is far better than these devices they may be ahead with processor but in other deparment they are behind of moto go for this,camera,positive,0
worth the price its camera quality is very nice and clear ,camera,positive,0
i like this phone and camera quality is best,camera,positive,0
best all rounder phone in this segment   1camera is like flagship phones 2 display is excellent  3battery is good 4this processer is casual gaming 5little bit heating  6overall all rounder phone i liked it,camera,positive,0
awesome phone awesome camera,camera,positive,0
very good product  best camera quality  best design ,camera,positive,0
camera quality excellent  nd display awesome ,camera,positive,0
this phone comes with great features and camera quality is also awesome,camera,positive,0
the camera is awesome you definitely love the dolby sound the only problem i face is the heating issue,camera,positive,0
battery drains fastercamera and display was excellent,display,positive,0
battery performance not good,performance,negative,0
ive been using this phone for 15 months now and im super impressed  the camera is a solid 495 and the performance is a speedy 475  the battery life is a bit of a letdown at 355 it lasts for 1012 hours of normal use it charges fast  from 0 to 100 in just 1 hour and 20 minutes  the galaxy ai features are also amazing  there was heating issue in the beginning but after the update this problem has been solved    all in all id give this phone a 455 rating ,performance,positive,0
honesh review   camera 455 battary 45 performance455 design 55 build quality 45  35mm headphone jack missing   no issue with this device everything is perfect till now if you want to purchase but litte bit confuze same segment other brand mobile than let me tell u overall its a complete package of all things dont go for oppo vivo  moto is far better than these devices they may be ahead with processor but in other deparment they are behind of moto go for this,design,positive,0
very good product  best camera quality  best design ,design,positive,0
first iphone and best camera quality  genuine product from flipkart,camera,positive,0
awesome camera looks like captured dslr quality  sounds quality best battery backup is good not better and best about performance i have no words,camera,positive,0
awasome phone  awasome camera rest is history dudu,camera,neutral,0
awesome iphone its just feels like pro the camera is awesome portrait mode is just like dslr dynamic island is also next level,camera,positive,0
awesome experience in my opinion i am first time iphone user and can say camera 1010 performance 1010 display 1010 battery 810,camera,positive,0
the camera is so beautiful and it takes good pics in portrait mode here are some sample pics,camera,positive,0
camera and video quality has improved overall good product,camera,positive,0
good camera clarity and handy,camera,positive,0
honesh review   camera 455 battary 45 performance455 design 55 build quality 45  35mm headphone jack missing   no issue with this device everything is perfect till now if you want to purchase but litte bit confuze same segment other brand mobile than let me tell u overall its a complete package of all things dont go for oppo vivo  moto is far better than these devices they may be ahead with processor but in other deparment they are behind of moto go for this,performance,positive,0
battery drain very fast and heat up phone hang   in wet condition,battery,neutral,0
battery performance not good,battery,negative,0
a perfect phone if youre not a heavy gamer  battery is absolutely working fine in day to day uses  a little bit of heating while charging  everything else is awesome ,battery,positive,0
total waste of money i request to all plz dont buy this phone camera is good heavy battery drain phone getting too heat also in normal use once again and appeal not to buy s23fe also not to believe any youtuber,battery,positive,0
heating issues  battery drain too fast gave 45 hrs screen time  camera too good,battery,positive,0
ive been using this phone for 15 months now and im super impressed  the camera is a solid 495 and the performance is a speedy 475  the battery life is a bit of a letdown at 355 it lasts for 1012 hours of normal use it charges fast  from 0 to 100 in just 1 hour and 20 minutes  the galaxy ai features are also amazing  there was heating issue in the beginning but after the update this problem has been solved    all in all id give this phone a 455 rating ,battery,positive,0
battery drains fastercamera and display was excellent,battery,positive,0
battery drains faster  heavy on weight  camera and os is good  no fast charging,battery,positive,0
this is best mobile but only one small problem only battery and all okay best product,battery,positive,0
overall the phone is the best but the battery life is below average,battery,positive,0
rating the product using it for a month  1display 55 2battery 45 3camera 455 4performance 45,battery,neutral,0
using this phone for month camera quality is good battery life is average this phone as heating issues moto needs to fix this about software updates  moto edge 50 fusion has got 2 updates till now 2782024,battery,positive,0
awesome experience in my opinion i am first time iphone user and can say camera 1010 performance 1010 display 1010 battery 810,display,positive,0
first and foremost the blue color option is a delightful departure from the traditional smartphone hues the soft muted pink hue adds a touch of sophistication making the iphone 15 stand out in a sea of smartphones its a refreshing and stylish choice for those who appreciate a bit of flair in their tech accessories  the performance of the iphone 15 is nothing short of stellar powered by the latest processor it effortlessly handles multitasking gaming and demanding applications with unparalleled speed and efficiency the 128gb of storage provides ample space for photos videos apps and more ensuring that i never have to compromise on what i want to keep on my device  the camera capabilities of the iphone 15 continue to impress the upgraded camera system captures stunning photos with vibrant colors and sharp details the lowlight performance is particularly noteworthy producing clear and wellexposed shots even in challenging conditions the video recording capabilities including features like cinematic mode elevate the storytelling potential of every video captured  the display is a visual feast for the eyes the vibrant and sharp super retina xdr display brings content to life with vivid colors and deep blacks whether im watching videos browsing photos or simply scrolling through social media the immersive display adds an extra layer of enjoyment to every interaction  face id has become even more seamless and secure providing quick and reliable access to my device with just a glance the attention to detail in optimizing the user experience is evident making daily tasks feel effortless and intuitive  the battery life of the iphone 15 is commendable easily lasting me through a full day of use without needing a recharge the addition of fast charging ensures that when i do need to top up its a quick and convenient process  in conclusion the iphone 15 in blue with 128gb of storage is a triumph of technology and design it seamlessly blends power with elegance offering a delightful user experience in a visually stunning package whether youre a tech enthusiast or someone who simply appreciates a reliable and stylish smartphone the iphone 15 is a standout choice that delivers on every front i highly recommend it to anyone looking to elevate their smartphone experience to new heights anthonyh7 anthonyh7,design,positive,0
awesome camera looks like captured dslr quality  sounds quality best battery backup is good not better and best about performance i have no words,performance,positive,0
awesome experience in my opinion i am first time iphone user and can say camera 1010 performance 1010 display 1010 battery 810,performance,positive,0
pros 48mp camera with 2x zoom  dynamic island  usbc port  superb design and premium build   cons only 60hz display refresh rate  slow charging  no action button  no alwayson display   rating  camera  455  battery  45  performance  455  charging  45  display  45  design and build  455  sound  45  software  455  value for money  45  overall experience  455  hit like  button if this review really helps you,performance,positive,0
heating problem like a heater  camera excellent  battery avarage  performance good  value of money if u buy under 40000,camera,positive,0
battery performance is not good  camera is good,camera,negative,0
rating the product using it for a month  1display 55 2battery 45 3camera 455 4performance 45,display,neutral,0
excellent performance  camera quality is good  display is awesome,display,positive,0
camera quality is good  good processor  smooth display im full impress this phone,display,positive,0
very bright and good display speakers are loud  performance and camera is awesome i love the telephoto lens its soo good im coming from iphone and this is the perfect product battery life max 430 hrs  5hrs sot sometimes the phone do get warm by doing simple task it seems some kind of ai processing is being performed in the background its not happening everytime only some time overall im happy with product,camera,positive,0
after a threemonth of using and evaluation the camera and display performance are commendable the battery capacity is satisfactory with a combination of cpu from exynos 2400 and gpu from amd super fast it is advised to refrain from using cheap inbuilt magsafe back covers as they may drain all your battery power,camera,positive,0
the device is of exceptional quality and is highly recommended especially for samsung users the delivery was slightly delayed by a day but this is understandable the overall product quality is excellent with an impressive display and satisfactory camera performance the battery life is average lasting approximately a day without charging overall this product is a great choice and is highly recommended,camera,positive,0
the camera is awesome  value for money,camera,positive,0
one of the best in this segment camera quality is good but sometimes hit and miss performance is adequate sad for 35mm earphone jack lovers overall a good phone in the mid range,camera,positive,0
camera quality very low mobile charger connect time over heet,camera,negative,0
at this price segment best phone with unbelievable performance camera quality is best performance best phone,camera,positive,0
rating the product using it for a month  1display 55 2battery 45 3camera 455 4performance 45,camera,neutral,0
using this phone for month camera quality is good battery life is average this phone as heating issues moto needs to fix this about software updates  moto edge 50 fusion has got 2 updates till now 2782024,camera,positive,0
excellent performance  camera quality is good  display is awesome,camera,positive,0
camera quality is good  good processor  smooth display im full impress this phone,camera,positive,0
pathetic battery performancei am a normal userdont play gameseven after need to charge mobile twice or thrice a day,performance,negative,0
battery performance is very bad,performance,negative,0
heating problem like a heater  camera excellent  battery avarage  performance good  value of money if u buy under 40000,performance,positive,0
everything is amazing except battery performance,performance,positive,0
battery performance is not good  camera is good,performance,negative,0
the moto did a great job on overall parameters on this price segment the camera works really awesome and outstanding camera performance,performance,positive,0
one of the best in this segment camera quality is good but sometimes hit and miss performance is adequate sad for 35mm earphone jack lovers overall a good phone in the mid range,performance,positive,0
rating the product using it for a month  1display 55 2battery 45 3camera 455 4performance 45,performance,neutral,0
excellent performance  camera quality is good  display is awesome,performance,positive,0
awesome camera looks like captured dslr quality  sounds quality best battery backup is good not better and best about performance i have no words,battery,positive,0
first and foremost the blue color option is a delightful departure from the traditional smartphone hues the soft muted pink hue adds a touch of sophistication making the iphone 15 stand out in a sea of smartphones its a refreshing and stylish choice for those who appreciate a bit of flair in their tech accessories  the performance of the iphone 15 is nothing short of stellar powered by the latest processor it effortlessly handles multitasking gaming and demanding applications with unparalleled speed and efficiency the 128gb of storage provides ample space for photos videos apps and more ensuring that i never have to compromise on what i want to keep on my device  the camera capabilities of the iphone 15 continue to impress the upgraded camera system captures stunning photos with vibrant colors and sharp details the lowlight performance is particularly noteworthy producing clear and wellexposed shots even in challenging conditions the video recording capabilities including features like cinematic mode elevate the storytelling potential of every video captured  the display is a visual feast for the eyes the vibrant and sharp super retina xdr display brings content to life with vivid colors and deep blacks whether im watching videos browsing photos or simply scrolling through social media the immersive display adds an extra layer of enjoyment to every interaction  face id has become even more seamless and secure providing quick and reliable access to my device with just a glance the attention to detail in optimizing the user experience is evident making daily tasks feel effortless and intuitive  the battery life of the iphone 15 is commendable easily lasting me through a full day of use without needing a recharge the addition of fast charging ensures that when i do need to top up its a quick and convenient process  in conclusion the iphone 15 in blue with 128gb of storage is a triumph of technology and design it seamlessly blends power with elegance offering a delightful user experience in a visually stunning package whether youre a tech enthusiast or someone who simply appreciates a reliable and stylish smartphone the iphone 15 is a standout choice that delivers on every front i highly recommend it to anyone looking to elevate their smartphone experience to new heights anthonyh7 anthonyh7,battery,positive,0
awesome experience in my opinion i am first time iphone user and can say camera 1010 performance 1010 display 1010 battery 810,battery,positive,0
pros 48mp camera with 2x zoom  dynamic island  usbc port  superb design and premium build   cons only 60hz display refresh rate  slow charging  no action button  no alwayson display   rating  camera  455  battery  45  performance  455  charging  45  display  45  design and build  455  sound  45  software  455  value for money  45  overall experience  455  hit like  button if this review really helps you,battery,positive,0
battery not powerful  avenger,battery,negative,0
pathetic battery performancei am a normal userdont play gameseven after need to charge mobile twice or thrice a day,battery,negative,0
battery performance is very bad,battery,negative,0
heating problem like a heater  camera excellent  battery avarage  performance good  value of money if u buy under 40000,battery,positive,0
battery fastly down,battery,neutral,0
battery drain  very quicklyotherwise  thik  a charger no available in this product,battery,negative,0
this phone is great in 30k updating my review after using it for 3 months no issues in battery,battery,positive,0
everything is amazing except battery performance,battery,positive,0
battery performance is not good  camera is good,battery,negative,0
drains battery super quick hangs with just 23 apps,battery,positive,0
cameragood  displayaverage  batteryaverage  performanceok design good,design,positive,0
colour and design is beautiful battery performance is average,design,positive,0
good performance best camera quality,camera,positive,0
its good  phone easy to handle and camera quality ,camera,positive,0
the product is very nice just switched from iphone xr was thinking to buy samsung s24 but happy with this purchase  the camera is awesome a single charge will last for a day,camera,positive,0
best phone ever excellent camera quality everything is perfect,camera,positive,0
one of the best  phone with excellent camera quality,camera,positive,0
camera quality are too great  display awesome  battery is average  design is very nice  overall very good,camera,positive,0
camera quality is great but slightly laggy,camera,positive,0
android user switch to iphone the iphone 15 boasts a stellar camera system capturing stunning photos with its advanced features the super retina xdr display offers vibrant visuals complementing the phones topnotch build quality the extended battery life is a standout feature however drawbacks include slower charging speeds and a 60hz refresh rate falling short in comparison to some competitors,camera,positive,0
best mobile phone camera quality is very nice  battery backup is very good  sound quality is amazing,camera,positive,0
cameragood  displayaverage  batteryaverage  performanceok design good,camera,positive,0
overall is good  good performance  good quality display  camera is awesome  battery is decent ,camera,positive,0
excellent product at this price range good camera quality  battery service is also good,camera,positive,0
camera wise phone is very good  but special thing is smoothness of phone awasome quality of this phone,camera,positive,0
superb camera  in segment   superb display in segment   battery  drain bit faster than and heating issue while charging   performance is decent never faced any issue not played any heavy game  5g bands are fabulously working   heating issue the major issue alto its really nice device of youre not heavy user and looking for flagship features in under 23k go for it,camera,positive,0
camera quality is very beautiful   best budget phone  performance or display is very good battery backup is very good  dolby speaker quality great,camera,positive,0
camera lag saturation is bit high,camera,negative,0
best mobile at this price  camera quality is awesome,camera,positive,0
ok camera quality phone ok,camera,positive,0
nice phone and very fast function working camera quality is very good,camera,positive,0
cameragood  displayaverage  batteryaverage  performanceok design good,display,positive,0
overall is good  good performance  good quality display  camera is awesome  battery is decent ,display,positive,0
camera quality are too great  display awesome  battery is average  design is very nice  overall very good,display,positive,0
android user switch to iphone the iphone 15 boasts a stellar camera system capturing stunning photos with its advanced features the super retina xdr display offers vibrant visuals complementing the phones topnotch build quality the extended battery life is a standout feature however drawbacks include slower charging speeds and a 60hz refresh rate falling short in comparison to some competitors,display,positive,0
cameragood  displayaverage  batteryaverage  performanceok design good,performance,positive,0
after 2 days use  i can say look and performance wise its good sound quality is good screen is amazing major drawback is battery backup also charging is very slow if we compare to other mobile heating issue is there but now after update it got fixed unboxing was also not pleasing box quality is not good and no adapter too in the box for flipkart i have zero rating they are not allowing to clone the phone when i am exchanging the mobile then best option to keep the old is to clone,performance,positive,0
overall is good  good performance  good quality display  camera is awesome  battery is decent ,performance,positive,0
all ok but battery performance is very bad,performance,negative,0
colour and design is beautiful battery performance is average,performance,positive,0
superb camera  in segment   superb display in segment   battery  drain bit faster than and heating issue while charging   performance is decent never faced any issue not played any heavy game  5g bands are fabulously working   heating issue the major issue alto its really nice device of youre not heavy user and looking for flagship features in under 23k go for it,performance,positive,0
camera quality is very beautiful   best budget phone  performance or display is very good battery backup is very good  dolby speaker quality great,performance,positive,0
moto edge 50 fusion has a slightly warm tone in camera but photos looks good overall performs below average in low light conditions and some bugs in selfie camera also it has no hdr support also fingerprint sensor doesnt work sometimes have to push power button to lightup lockscreen and then it will work  i hope motorola fix these issues with updates which they are not consistent with  otherwise the phone is good and balanced in performance anyone will not regret buying it,performance,positive,0
camera quality are too great  display awesome  battery is average  design is very nice  overall very good,design,positive,0
cameragood  displayaverage  batteryaverage  performanceok design good,battery,positive,0
phone always on heat mode battery works only 45 hours on continuous use,battery,neutral,0
phone is amazing but battery not good,battery,negative,0
after 2 days use  i can say look and performance wise its good sound quality is good screen is amazing major drawback is battery backup also charging is very slow if we compare to other mobile heating issue is there but now after update it got fixed unboxing was also not pleasing box quality is not good and no adapter too in the box for flipkart i have zero rating they are not allowing to clone the phone when i am exchanging the mobile then best option to keep the old is to clone,battery,positive,0
overall is good  good performance  good quality display  camera is awesome  battery is decent ,battery,positive,0
this phone is awesome but disappointed with battery,battery,negative,0
all ok but battery performance is very bad,battery,negative,0
battery  very fast draining,battery,neutral,0
colour and design is beautiful battery performance is average,battery,positive,0
i m switching iphone 11 to iphone 15 and it was great experiancedynamic island is cool feature camera is good as apple known for its cameraperformance is excellent battery is fine not excellent,performance,positive,0
good performance best camera quality,performance,positive,0
excellent product at this price range good camera quality  battery service is also good,battery,positive,0
superb camera  in segment   superb display in segment   battery  drain bit faster than and heating issue while charging   performance is decent never faced any issue not played any heavy game  5g bands are fabulously working   heating issue the major issue alto its really nice device of youre not heavy user and looking for flagship features in under 23k go for it,battery,positive,0
camera quality is very beautiful   best budget phone  performance or display is very good battery backup is very good  dolby speaker quality great,battery,positive,0
all rounder phone  20k under best phone  camera 445 bat camera bags  battery 45 charging 415 display 45 no hdr  game 45 highting problems moto vs poco  poco x6 pro  best mobile,battery,positive,0
camera is awesome  gives premium feel on holding  the only worst thing is battery  and heating issue  design is also awesome  but please fix the heating and battery issue,design,positive,0
main attraction is camera its exceptional  battery is also good normal usage last for 1 day design quality and display extremely good,design,positive,0
superb camera  in segment   superb display in segment   battery  drain bit faster than and heating issue while charging   performance is decent never faced any issue not played any heavy game  5g bands are fabulously working   heating issue the major issue alto its really nice device of youre not heavy user and looking for flagship features in under 23k go for it,display,positive,0
camera quality is very beautiful   best budget phone  performance or display is very good battery backup is very good  dolby speaker quality great,display,positive,0
all rounder phone  20k under best phone  camera 445 bat camera bags  battery 45 charging 415 display 45 no hdr  game 45 highting problems moto vs poco  poco x6 pro  best mobile,display,positive,0
overall performance is good camera is awesome heating is the major problembattery performance is average,camera,positive,0
camera is awesome  gives premium feel on holding  the only worst thing is battery  and heating issue  design is also awesome  but please fix the heating and battery issue,camera,positive,0
battery is always gets drain even it is 4500mah the processor is excellent for camera but not for gaming and also gaming not so bad it can handle very smooth but we can notice frame drops  and heating is nothing matters cus every mobile gets heated  and overall its a all rounder phone  a big  for battery,camera,positive,0
main attraction is camera its exceptional  battery is also good normal usage last for 1 day design quality and display extremely good,camera,positive,0
i m switching iphone 11 to iphone 15 and it was great experiancedynamic island is cool feature camera is good as apple known for its cameraperformance is excellent battery is fine not excellent,battery,positive,0
camera quality are too great  display awesome  battery is average  design is very nice  overall very good,battery,positive,0
android user switch to iphone the iphone 15 boasts a stellar camera system capturing stunning photos with its advanced features the super retina xdr display offers vibrant visuals complementing the phones topnotch build quality the extended battery life is a standout feature however drawbacks include slower charging speeds and a 60hz refresh rate falling short in comparison to some competitors,battery,positive,0
best mobile phone camera quality is very nice  battery backup is very good  sound quality is amazing,battery,positive,0
the camera is good and awesome,camera,positive,0
very nice product in this price range camera is awesome  bettery is perfect  design is too good,camera,positive,0
the look of phone  is awesomebattery performance is also good almost 10 hr for heavy user camera is awesome charge completes in 45 min must buy it this is best phone under 25 k with ip 68 rating ,camera,positive,0
best phone under 21k  go for it camera is awesome,camera,positive,0
camera quality is not much good it has heating issue phone is getting heated very soon,camera,negative,0
overall a satisfied product at this price range for the first time i purchased motorola previously i was completely a s amsung user the design is so handy and comfortable to use the camera is stunning during day light and average during dim light the battery is fine for normal users the display is stunning frankly i loved it hm go for it without a second thought but make sure to buy a pink one forest blue isnt that attractive though,camera,positive,0
dont think guys u can blindly go for this beauty for heavy gamers i didnt recommend iam very happy to owned my moto edge fusion   display 55 camera 45 battery 45 performance  55 os 55 dolby atmos  55 water resistant 55 valu for money 200200 only one word about this mobile high end specs within the middle class budget  thank u motorala keep continues ur valuable brand name,camera,positive,0
camera 45 display55 dezine55 performance 54,camera,neutral,0
good phone want to improve in camera qualityn battery life,camera,positive,0
it is a great phone considering the price camera  good display  very good  performance  good  design  good,camera,positive,0
main attraction is camera its exceptional  battery is also good normal usage last for 1 day design quality and display extremely good,display,positive,0
battery performance  not good,performance,negative,0
overall performance is good camera is awesome heating is the major problembattery performance is average,battery,positive,0
mobile awesome  battery issue,battery,positive,0
battery health,battery,neutral,0
dont buy battery back up is worst it heating alwaysit hangs some time and some time speaker not support,battery,negative,0
battery performance  not good,battery,negative,0
main attraction is camera its exceptional  battery is also good normal usage last for 1 day design quality and display extremely good,battery,positive,0
front camera is not up to the mark ai enhances the selfies which takes 23 seconds rear camera is good and comparable to any flagship camera battery backup is also good and can easily gives 56 hours of sot,battery,positive,0
